source_strategy,source_category_id,source_category_name,source_category_path,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,market_data_completeness,profit_data_confidence,evidence_confidence,evidence_grade,data_source_summary,profit_estimate_status,notes
category:Tool Holsters,553582,Tool Holsters,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,B0F9PGQTKC,,"1 Pcs Holster Wedge，Comfortable Holster Pillow,Soft Foam Appendix Carry Wedge for IWB Holsters",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,US,14.69,4.11,1.18,3.93,0.15,276.0,100.0,4.4,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F9PGQTKC; brand HOGIKUO
category:Tool Holsters,553582,Tool Holsters,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,B0DNRL1TWB,,Nöhlster Locking Drill Clip – A Tool Holster Alternative for Cordless Drills and Impact Drivers – The Security of a Holster. The Simplicity of a Clip. No Holster Required. (2-Pack),Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,US,34.99,9.8,2.8,5.6,0.15,271.0,353.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DNRL1TWB; brand NÖHLSTER
category:Tool Holsters,553582,Tool Holsters,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,B0042SVTBA,,"Klein Tools 5196 Tape Measure Holder, Leather, Large",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,US,15.99,4.48,1.28,4.47,0.15,255.0,1355.0,4.4,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0042SVTBA; brand KLEIN TOOLS
category:Tool Holsters,553582,Tool Holsters,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,B0D79MBGLH,,"Drill Holder, Power Tool Organizer, Utility Storage Rack | Universal Wall Mount Cordless tools holder fits most drills like Milwaukee and Dewalt (2-PACK) (Black)",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,US,24.99,7.0,2.0,5.36,0.15,234.0,254.0,4.3,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D79MBGLH; brand CADDY
category:Tool Holsters,553582,Tool Holsters,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,B0GHH8VDQ1,,"XAVRIX Heavy Duty Glove & Hat Clip with Carabiner, All-Metal Spring Clamp Work Glove Holder for Tool Belt, Harness, Backpack",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,US,18.8,5.26,1.5,4.18,0.15,230.0,5.0,3.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GHH8VDQ1; brand XAVRIX
category:Tool Holsters,553582,Tool Holsters,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,B0DNH3K85Y,,Heavy Duty 2 Piece Non-Slip Magnetic Tool Belt Clip for Hammers and Drills,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,US,12.99,3.64,1.04,4.44,0.15,229.0,131.0,4.2,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DNH3K85Y; brand Zihvfzu
category:Tool Holsters,553582,Tool Holsters,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,B0G16724X5,,"FESA Spud Wrench Holder, Full Grain Leather, Holds 3 Wrenches",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,US,35.99,10.08,2.88,6.48,0.15,218.0,30.0,4.2,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,65,20,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G16724X5; brand FESA
category:Tool Holsters,553582,Tool Holsters,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,B0FLT5SMG5,,Window Cleaning Holster with Belt and Quick-Connect Leg Strap,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,US,22.78,6.38,1.82,5.95,0.15,218.0,57.0,4.3,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FLT5SMG5; brand Generic
category:Tool Holsters,553582,Tool Holsters,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,B0BV62H313,,"HolsterBuilder Discreet Carry Concept Clip, Tuckable Ambidextrous IWB Holster Belt Clip with Mounting Hardware and Pre-Drilled Holes for Secure Concealment",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,US,19.99,5.6,1.6,3.25,0.15,209.0,67.0,4.3,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BV62H313; brand HolsterBuilder
category:Tool Holsters,553582,Tool Holsters,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,B0F2M4Q9ZS,,"Monliful 60 pcs Magnetic Modular Wrench Organizer Wrench Holder - Wrenchs Tool Organizers for Tool Drawer Storage, Wrenchs Rack with Metric SAE Labels, Tool Storage Set Holder Festival for Mechanics",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,US,23.69,6.63,1.9,5.74,0.15,200.0,50.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F2M4Q9ZS; brand Monliful
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B08WJHZKKS,,"AWP Tool Pouch, Electrician Tool Pouch, Premium, Professional Multi-Pocket Organizer",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,13.99,3.92,1.12,4.89,0.15,1243.0,1757.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B08WJHZKKS; brand AWP
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B0CLYN2NWP,,"Klein Tools MODbox Tool Pouch, Electrician Bag, Quickly Attach and Release from Tool Belts and MODBox Rail System",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,19.98,5.59,1.6,6.38,0.15,964.0,329.0,4.2,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CLYN2NWP; brand KLEIN TOOLS
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B0G24G9R88,,"MAXPEDITION Platy Pocket Organizer, Durable EDC Tool Pouch for Men, Neck Wallet with Paracord Lanyard, Holds Flashlight, Multitool, Pen, Notebook",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,23.99,6.72,1.92,3.94,0.15,769.0,404.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G24G9R88; brand Maxpedition
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B004TTEI9M,,"AWP Ballistic Nylon Mini Tool Pouch Multi-Pocket Organizer for Electricians, Professional Tool Box for Efficient Organization, Black/Gray | 1L-23021-2",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,16.23,4.54,1.3,5.77,0.15,439.0,1097.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B004TTEI9M; brand AWP
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B0F13C9HZB,,"2PCS Wrench Roll Up Pouch, Wrench Organizer Roll, Canvas Tool Roll Up Bag",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,15.99,4.48,1.28,3.77,0.15,404.0,128.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F13C9HZB; brand zavcurp
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B0CLX1RT57,,Mini Sax X,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,25.0,7.0,2.0,4.46,0.15,381.0,135.0,4.4,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CLX1RT57; brand Diamondback
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B0DN6QQFGB,,"MELOTOUGH Small Tool Pouch Electrican Clip on Tool Pouch,Tool Belt Pouch with Belt Holster Mini Electrican Tool Holder with Sanp Clip",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,12.9,3.61,1.03,4.19,0.15,363.0,550.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DN6QQFGB; brand MELOTOUGH
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B0BVDPHHJM,,"Joey Pouch PRO | Clip-On Tool Belt Bag for Tools, Screws, and Nails - Great for an Electrician, HVAC Tech, Plumber, Carpenter, Contractor, Handy Man, and Any Tradesperson - Metal Clip",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,39.99,11.2,3.2,6.58,0.15,362.0,224.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BVDPHHJM; brand Holstery
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B07HGW9PF1,,"Graintex 5 Pocket Suede Leather Tool Belt/Bag | Pink | Multipurpose Leather Tool Belt for Women and Men | Construction, Electrician, Handymen, Carpenter, Gardening Pouch and DIY Projects",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,31.99,8.96,2.56,8.02,0.15,335.0,744.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B07HGW9PF1; brand Graintex
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B0F83T4D9C,,"MELOTOUGH Pocket Tool Belt Pouch-Small Tool Pouch with Quick Release Belt Clip,Clip on Larger Pockets & Loop, Clip on-Tool Holder Accessory",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,24.98,6.99,2.0,6.22,0.15,323.0,82.0,4.4,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F83T4D9C; brand MELOTOUGH
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B00GBSCFVC,,"Dickies 8-Pocket Padded Tool Belt/Utility Pouch, Adjustable 3-Inch Belt, Durable Canvas Construction, Tan/Grey",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,34.99,9.8,2.8,8.03,0.15,316.0,1700.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B00GBSCFVC; brand Dickies
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B000VAC3ZY,,"CLC Custom Leathercraft 700 Tool Pouch, Heavy Duty, 5-Pocket, Tan",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,19.39,5.43,1.55,4.89,0.15,305.0,1430.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B000VAC3ZY; brand Custom Leathercraft
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B0CJTZ3M8R,,"SOGCASE Tool Pouch Nails Screws Bag with Belt Clip (XL, Black)",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,13.99,3.92,1.12,4.19,0.15,293.0,282.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CJTZ3M8R; brand SOGCASE
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B0BZVWLJBK,,"MELOTOUGH Pocket Tool Pouch Tool Belt Pouches with Belt Clip Utility Mini Tool Organizer Pouch for Electrician,Carpenter,Construction,Technician",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,17.99,5.04,1.44,5.36,0.15,276.0,550.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BZVWLJBK; brand MELOTOUGH
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B0FQHQHTQZ,,MELOTOUGH Professional Small Electrician Tool Pouch for Tool Belt Pockets with Belt Clip Attachment Pockets Tradesman Tool Bag Pouch with Tape Thong Tool Holster,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,28.98,8.11,2.32,6.37,0.15,271.0,62.0,4.4,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FQHQHTQZ; brand MELOTOUGH
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B0DZ29V8WK,,"KUNN Electrician Tool Pouch with Belt Clip - 7-Pocket Lightweight Small Tool Belt Pouches for Carpenters, Technicians, HVAC - Heavy Duty Multi-Pocket Organizer for Construction, Maintenance, DIY Tools",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,18.99,5.32,1.52,5.77,0.15,268.0,139.0,4.4,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DZ29V8WK; brand KUNN
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B0D1NBKQYR,,Zeluga Saddle Leather 3 Pocket Linesmen and Electricians Tool Holder,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,20.95,5.87,1.68,5.77,0.15,267.0,132.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D1NBKQYR; brand Zeluga
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B0F183P94R,,"FESA Small Leather Tool Pouch - 5-in-1 Heavy Top Grain Leather Small Tool Pouch with a Steel Hammer Loop, 4 Pockets & Reinforced Heavy Duty Rivets - Fits Belts up to 3“ - Handcrafted",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,35.99,10.08,2.88,5.37,0.15,251.0,215.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F183P94R; brand FESA
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B00GK4U0UA,,"Bucket Boss - Tool Pouch with FlapFit, Pouches - Original Series (54140), Brown",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,16.19,4.53,1.3,6.22,0.15,234.0,967.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B00GK4U0UA; brand Bucket Boss
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B0F9WLW5WQ,,"Belt Tool Pouch,Tactical Utility Pouch, Heavy-Duty Nylon EDC Multitool Organizer,Cell Phone Holder, Multi-Pockets Tool Holster Sheath Bag for Electricians Handymen Work Maintenance Dailylife Hiking",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,13.99,3.92,1.12,4.18,0.15,228.0,76.0,4.1,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F9WLW5WQ; brand FAUDRECRO
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B0002RI61G,,Klein Tools 5125 Canvas and Leather 5-Pocket Tool Pouch with Chain Tape Thong and Tunnel Belt Connection,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,44.99,12.6,3.6,6.22,0.15,228.0,830.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0002RI61G; brand KLEIN TOOLS
