product_form,demand_type,theme,sentiment,mention_count,verified_count,avg_rating,user_profiles,use_scenes,example_asins,latest_review_date,evidence_excerpt
unknown,expected,material_quality,negative,14,14,2.21,older_adult,daily_home,B07PJ1QYW6; B0CV7GNWFX; B0CV7P7ZY4; B0CV7RBX2G; B0DS1MSDDK; B0DS1PJ6R7; B0DS1Q89Y6,20250717,"Quality is cheap. This spoon rest is a very thin piece of metal  and narrow, and is not sturdy enough to hold larger cooking utensils. There’s a small round hole at the end of the handle, looks like it’s made to be more of a decorative item"
unknown,uncategorized,value_quantity,positive,14,10,4.64,professional,daily_home; gift; storage,B09YWXW8D3; B09YX3WRS7; B0CQNQ4J2D; B0CV79GD2K; B0CV7PVJC4; B0CV7RBX2G; B0DS1M67NS; B0DS1NT9YL; B0DS1Q89Y6; B0DSJLLM68,20260425,"The product itself was great as far as I’m concern, i didn’t inspect it but seems to be as offered. I’m giving 4 stars though because this is such a high costing brand, paying a good price for a simple product for the desire of the art, yet"
unknown,delight,value_quantity,positive,14,7,4.79,family; professional,daily_home; gift,B07PJ1QYW6; B07QR16Q5R; B0BR48TL6V; B0CDZJ3B92; B0DS1JZS11; B0DS1LBP6G; B0DS1MSDDK; B0DS1PJ6R7; B0DSJLLM68,20260416,Loved it so cute
unknown,fulfillment_noise,value_quantity,positive,13,11,4.92,professional,daily_home; storage,B07PJ1QYW6; B07QSWVDY9; B09YWMGZWQ; B09YWXW8D3; B09YX3WRS7; B0BR48TL6V; B0CV7RBX2G; B0DS1L5TZP; B0DS1MSDDK; B0DS1PJ6R7; B0DS1Q89Y6; B0DSJLLM68; B0F4TFXFTD,20260424,I likes the quick delivery everything was packed great and I used to redecorate my kitchen
combo jar,delight,other,positive,12,12,5.0,,daily_home; gift,B07G1DLLHC,20260120,It was beautiful! Bought it as a birthday gift and she loved it.
unknown,expected,value_quantity,negative,12,12,2.42,older_adult,daily_home,B07PJ1QYW6; B0CV7P7ZY4; B0CV7RBX2G; B0DS1MSDDK; B0DS1PJ6R7; B0DS1Q89Y6,20250715,"Quality is cheap. This spoon rest is a very thin piece of metal  and narrow, and is not sturdy enough to hold larger cooking utensils. There’s a small round hole at the end of the handle, looks like it’s made to be more of a decorative item"
stovetop kettle,delight,other,positive,11,8,4.91,,gift,B004HICOPA,20260311,Bought to make pour over coffee. Love the design and color.
unknown,uncategorized,material_quality,negative,11,11,1.09,,,B0CV7RBX2G; B0DS1MSDDK; B0DS1PJ6R7; B0DS1Q89Y6,20250623,"It looks great, but it‘s super cheaply made.  I thougjt it would be a nice ceramic, but it‘s very a lightweight metal.  t shouldn‘t be more than $12."
item container,delight,other,positive,10,10,5.0,older_adult,daily_home; gift,B07QMTNWHV,20260123,"I love everything Mackenzie Childs especially this royal utensil holder! It’s gorgeous and beautifully made. Adds so much to my kitchen, is the perfect height and holds all of the utensils I need! Couldn’t be more pleased!"
combo spoon rest,uncategorized,other,positive,9,5,5.0,,daily_home; gift,B01M1FBYWK,20260325,Beautiful
food storage container,uncategorized,other,positive,9,8,5.0,,,B07QM72ZXL,20260304,"Beautiful piece,"
food storage container,delight,other,positive,9,7,4.89,,daily_home,B07QM72ZXL,20251230,Absolutely love it!!! Its perfect for my coffee
unknown,expected,size_fit,negative,9,9,2.44,family; older_adult,daily_home; gift,B07PJ1QYW6; B09YWXR5SC; B0CV7GNWFX; B0CV7RBX2G; B0DS1MSDDK; B0DS1PJ6R7; B0F4TFXFTD,20251003,"Quality is cheap. This spoon rest is a very thin piece of metal  and narrow, and is not sturdy enough to hold larger cooking utensils. There’s a small round hole at the end of the handle, looks like it’s made to be more of a decorative item"
combo jar,uncategorized,other,positive,8,8,4.88,,,B07G1DLLHC,20250923,Exactly as advertised.
item container,uncategorized,other,positive,8,7,5.0,older_adult,daily_home; gift,B07QMTNWHV,20251220,The best utensils holder & so pretty.
stovetop kettle,uncategorized,other,positive,8,6,5.0,,daily_home,B004HICOPA,20260425,"I’m in loooove with this adorable little teapot! It’s a great addition to my growing MC collection! So well made and stylish, the pattern really catches your eye and adds a bit of whimsy to your kitchen decor!"
unknown,delight,durability,positive,8,7,5.0,,daily_home; gift,B004FG0LWC; B09YX3WRS7; B0CV79GD2K; B0CV7GNWFX; B0CV7RBX2G; B0DS1PJ6R7; B0DSJLLM68,20260103,"These are very nice, very durable and love the patterns."
unknown,fulfillment_noise,durability,positive,8,8,4.88,professional,daily_home; storage,B0BR48TL6V; B0DS1MSDDK; B0DS1PJ6R7; B0DS1Q89Y6; B0DSJLLM68; B0F4TFXFTD,20250908,Love these. They are so cute and heavy. Only problem is when they shipped them they put stickers on them to separate them to keep them from getting broken and I’ve had them for a couple months and the sticky from those stickers STILL will n
combo jar,fulfillment_noise,packaging_delivery,positive,6,5,4.83,family; professional,daily_home; gift; storage,B07G1DLLHC,20260427,The quality of the item was both maintained and carried with caution :)
combo spoon rest,expected,material_quality,negative,6,6,1.83,older_adult,daily_home,B01M1FBYWK,20250518,"Quality is cheap. This spoon rest is a very thin piece of metal  and narrow, and is not sturdy enough to hold larger cooking utensils. There’s a small round hole at the end of the handle, looks like it’s made to be more of a decorative item"
unknown,fulfillment_noise,packaging_delivery,negative,6,6,1.83,older_adult,daily_home,B00TOMDRSC; B09YWPVH56; B0CV7RBX2G; B0DS1M67NS; B0DSJLLM68; B0F4TFXFTD,20250825,"Item arrived chipped. Item is also tin, as opposed to ceramic. Cheap in appearance. Too expensive for what it is. I have a ceramic spoon holder, super durable, for 1/4 the price. Very unhappy and will be returning. Chipped paint most likely"
combo jar,fulfillment_noise,value_quantity,positive,5,5,4.8,family; professional,daily_home; gift; storage,B07G1DLLHC,20260107,"Perfect gift!Came packaged in manufacturers box and was in perfect condition!
This was the best Christmas present for my mom"
combo spoon rest,expected,value_quantity,negative,5,5,2.0,older_adult,daily_home,B01M1FBYWK,20250518,"Quality is cheap. This spoon rest is a very thin piece of metal  and narrow, and is not sturdy enough to hold larger cooking utensils. There’s a small round hole at the end of the handle, looks like it’s made to be more of a decorative item"
food storage container,expected,material_quality,positive,5,3,5.0,,daily_home; gift,B07QM72ZXL,20260328,So beautiful! The quality is consistently great.
food storage container,delight,size_fit,positive,5,4,5.0,,daily_home; travel,B07QM72ZXL,20260111,"Any lover of MC knows that she is her own standard for beautiful enamel. Decorative and functional, this canister goes with my aesthetic and serves a purpose. I actually use mine as part of my bedroom decor to hold perfume samples lol. This"
stovetop kettle,uncategorized,other,negative,5,5,1.8,,daily_home; travel,B004HICOPA,20250912,Demasiado dinero para una tetera de lata mal pintada algunas cosas de esta serie realmente sólo son como las socialites no sirven para nada pero están ahí figurando no gaste tu dinero no para presumir están hechas en Vietnam ? Cuánto les pa
unknown,uncategorized,durability,negative,5,5,1.8,,daily_home,B0CV7RBX2G; B0DS1JZS11; B0DS1LBP6G; B0DS1PJ6R7; B0DS1Q89Y6,20250716,Not impressed with this item. I was excited to add my very first MC piece to my home and I decide to order this spoon rest. I get the item and I‘m kinda shocked at how cheaply thin it feels and how it was so much smaller than expected. No w
unknown,uncategorized,packaging_delivery,negative,5,5,1.4,,gift; storage,B00TOMDRSC; B0CV7RBX2G; B0DS1JZS11; B0DS1LBP6G; B0DSJLLM68,20251004,"Damaged, Im gonna stick with in store purchases on this product. It didn’t seem authentic at all? Or like it was a defect."
unknown,delight,performance,positive,5,4,4.8,older_adult; professional,daily_home,B09YWPVH56; B09YX3WRS7; B0CDZJ3B92; B0CV79GD2K; B0DS1PJ6R7,20260110,Currently the jar is filled with gold wrapped candy.
unknown,fulfillment_noise,size_fit,positive,5,4,4.8,professional,daily_home; storage,B07QSWVDY9; B0BR48TL6V; B0DS1L5TZP; B0DSJLLM68; B0F4TFXFTD,20260227,"I recently purchased the MACKENZIE-CHILDS Cookie Jar with Enamel Lid in the Gray-and-White Sterling Check, and while the design is absolutely charming, I was left a bit disappointed. The color scheme fits perfectly with my kitchen decor, an"
combo bottle,uncategorized,size_fit,negative,4,1,1.5,,daily_home,B0DSJLHJCW,20260327,It’s very small only problem
combo food storage container,uncategorized,other,positive,4,4,5.0,,gift,B0CV7H2DLQ,20250522,These are so cute. I just keep adding more McKenzie Child to my collection . I use these at our ice cream station. It’s a vibe for sure.
combo spoon rest,fulfillment_noise,packaging_delivery,positive,4,2,5.0,,daily_home,B01M1FBYWK,20260416,Perfect condition. Package nice
food storage container,delight,material_quality,positive,4,4,5.0,,daily_home; gift,B07QM72ZXL,20250918,"Beautiful  addition to any room. The iconic print is stunning. Great quality, and perfect as a gift."
stovetop kettle,fulfillment_noise,packaging_delivery,positive,4,2,5.0,,,B004HICOPA,20260418,Arrived in great condition! Very beautiful.
stovetop kettle,delight,size_fit,positive,4,2,4.75,professional,daily_home,B004HICOPA,20260430,"A cute teapot. I had the larger one for years and it got chipped and was never the same. Love the look, but went for the smaller one this time. Great choice."
unknown,delight,cleaning_maintenance,positive,4,2,5.0,,daily_home,B09YWMGZWQ; B0DS1PJ6R7; B0DSJLLM68,20260417,"Beautiful and such an amazing price for TWO cutting boards. I absolutely LOVE this cutting board set. So easy to clean, they fit exactly where I need them and I know we will use them for everything."
unknown,expected,cleaning_maintenance,negative,4,4,2.5,,,B0DS1MSDDK; B0DS1PJ6R7; B0DS1Q89Y6,20250713,It’s just paper glued to the back of the glass! Not useful when you are trying to clean it!
unknown,uncategorized,durability,positive,4,4,5.0,family,,B0CV7RBX2G; B0DS1MSDDK; B0DS1PJ6R7; B0DS1Q89Y6,20250210,"My wife’s name is Makenzie. I thought this was a custom spoon for our child. Turns out it will break if your toddler drops it on the tile. Might be better for another Makenzie’s child, just not mine."
unknown,fulfillment_noise,value_quantity,negative,4,4,1.25,older_adult,,B00TOMDRSC; B09YWPVH56; B0CV7RBX2G; B0DS1M67NS,20250825,"Item arrived chipped. Item is also tin, as opposed to ceramic. Cheap in appearance. Too expensive for what it is. I have a ceramic spoon holder, super durable, for 1/4 the price. Very unhappy and will be returning. Chipped paint most likely"
unknown,expected,value_quantity,positive,4,4,5.0,professional,daily_home,B0BR48TL6V; B0CV79GD2K; B0DS1M67NS; B0DS1PJ6R7,20260108,The quality and design is definitely worth the price.
combo food shaker,delight,size_fit,positive,3,0,5.0,,daily_home,B0DS1QH1VF,20260102,They are a good size! And a better price than the more popular style of MC. Wish they came in more colors.
combo jar,uncategorized,value_quantity,negative,3,3,1.0,,,B07G1DLLHC,20250831,"I love Mackenzie Child items. But I finally splurged on this cookie jar that I’ve been eyeing for years. The description stated that it was airtight, but the lid came with no gasket, leaving it open to the air and stale cookies. For $90 I w"
combo jar,delight,value_quantity,positive,3,3,4.67,,,B07G1DLLHC,20250726,"Great price, great piece, love the size…"
combo spoon rest,expected,size_fit,negative,3,3,2.67,older_adult,daily_home,B01M1FBYWK,20250518,"Quality is cheap. This spoon rest is a very thin piece of metal  and narrow, and is not sturdy enough to hold larger cooking utensils. There’s a small round hole at the end of the handle, looks like it’s made to be more of a decorative item"
food storage container,uncategorized,size_fit,positive,3,3,4.67,older_adult,daily_home; gift,B07QM72ZXL,20250714,This canister held one pound of espresso roasted coffee beans (was filled to the brim).
stovetop kettle,delight,durability,positive,3,2,5.0,,daily_home,B004HICOPA,20260325,"I honestly didn’t think I’d care this much about a teapot, but I love this one. I use it every day now it just makes my whole tea routine feel a little more calming and put together. It pours so smoothly no annoying drips everywhere and I d"
unknown,expected,cleaning_maintenance,positive,3,2,5.0,,daily_home,B0CV79GD2K; B0DPKZ12ZN; B0DS1M67NS,20260203,"Does Mackenzie-Childs need another positive review?! Obviously beautiful and so well made. I’ve never seen the green in person before but it is absolutely gorgeous. Great size, easy to clean, and gorgeous to have on your counter."
unknown,expected,durability,negative,3,3,1.33,,,B0CV7GNWFX; B0CV7RBX2G,20250717,"Quality is cheap. This spoon rest is a very thin piece of metal  and narrow, and is not sturdy enough to hold larger cooking utensils. There’s a small round hole at the end of the handle, looks like it’s made to be more of a decorative item"
unknown,expected,ease_of_use,positive,3,2,5.0,,daily_home,B0CV79GD2K; B0DPKZ12ZN; B0DS1M67NS,20260203,"Does Mackenzie-Childs need another positive review?! Obviously beautiful and so well made. I’ve never seen the green in person before but it is absolutely gorgeous. Great size, easy to clean, and gorgeous to have on your counter."
unknown,delight,ease_of_use,positive,3,2,5.0,older_adult,daily_home,B0DS1PJ6R7; B0DSJLLM68,20260107,"Beautiful and such an amazing price for TWO cutting boards. I absolutely LOVE this cutting board set. So easy to clean, they fit exactly where I need them and I know we will use them for everything."
unknown,expected,performance,positive,3,2,5.0,professional,daily_home,B07PJ1QYW6; B0BR48TL6V; B0DS1Q89Y6,20260108,These look great and work great. I don‘t mind paying extra when things are built with quality.
unknown,uncategorized,performance,positive,3,2,4.33,professional,daily_home,B00TOMDRSC; B07QSWVDY9; B0DSJLLM68,20260214,Tops off my kitchen after it was remolded.
combo bottle,uncategorized,other,positive,2,1,5.0,,daily_home; gift,B0DSJLHJCW,20260316,Nice decor to your kitchen - please note that you’d need only able to hold around 14 oz of oil in it
combo bottle,uncategorized,size_fit,positive,2,0,4.0,,,B0DSJLHJCW,20260418,Smaller than I thought. Will have to be refilled often.
combo food shaker,expected,material_quality,positive,2,1,5.0,,,B0DS1QH1VF,20260228,Great quality
combo food shaker,delight,value_quantity,positive,2,1,5.0,,daily_home,B0DS1QH1VF,20260102,They are a good size! And a better price than the more popular style of MC. Wish they came in more colors.
combo food storage container,delight,other,positive,2,2,5.0,,daily_home; storage,B0CV7H2DLQ,20250815,Bought this for my granddaughters ‘Bridgerton‘ themed bridal shower. We put hersey‘s kisses in it and let our guests take a guess of how many it contained. My granddaughter loved it and can use it in her future home.
combo food storage container,delight,size_fit,positive,2,2,5.0,,daily_home,B0CV7H2DLQ,20251015,BeautifulPerfect size for kitchen counter
combo food storage container,uncategorized,size_fit,negative,2,2,3.0,,,B0CV7H2DLQ,20241224,Not even half the size of what I expected.
combo jar,uncategorized,durability,negative,2,2,1.0,,,B07G1DLLHC,20250831,"I love Mackenzie Child items. But I finally splurged on this cookie jar that I’ve been eyeing for years. The description stated that it was airtight, but the lid came with no gasket, leaving it open to the air and stale cookies. For $90 I w"
combo jar,delight,material_quality,positive,2,1,4.5,,,B07G1DLLHC,20260424,Just love it… only improvement would be a silicone seal around the lid to make it air tight for other items. Not the container to use for items the can absorb moisture like flour.
combo jar,uncategorized,other,negative,2,1,1.0,,,B07G1DLLHC,20200522,Lid had a chink out of enamel on lower edge.
combo jar,fulfillment_noise,packaging_delivery,negative,2,2,2.0,,daily_home,B07G1DLLHC,20250721,Broken into many pieces in shipping
combo jar,fulfillment_noise,value_quantity,negative,2,2,2.0,,daily_home,B07G1DLLHC,20250721,Broken into many pieces in shipping
combo spoon rest,expected,cleaning_maintenance,positive,2,1,5.0,,,B01M1FBYWK,20260203,"Does Mackenzie-Childs need another positive review?! Obviously beautiful and so well made. I’ve never seen the green in person before but it is absolutely gorgeous. Great size, easy to clean, and gorgeous to have on your counter."
combo spoon rest,expected,durability,negative,2,2,1.5,,,B01M1FBYWK,20250518,"Quality is cheap. This spoon rest is a very thin piece of metal  and narrow, and is not sturdy enough to hold larger cooking utensils. There’s a small round hole at the end of the handle, looks like it’s made to be more of a decorative item"
combo spoon rest,delight,durability,positive,2,2,5.0,,daily_home,B01M1FBYWK,20250304,"These are very nice, very durable and love the patterns."
combo spoon rest,expected,ease_of_use,positive,2,1,5.0,,,B01M1FBYWK,20260203,"Does Mackenzie-Childs need another positive review?! Obviously beautiful and so well made. I’ve never seen the green in person before but it is absolutely gorgeous. Great size, easy to clean, and gorgeous to have on your counter."
combo spoon rest,delight,material_quality,positive,2,1,5.0,,,B01M1FBYWK,20260406,I love it I can’t wait to use it in my new house!
combo spoon rest,expected,material_quality,positive,2,2,5.0,,,B01M1FBYWK,20251213,"The spoon rest is very attractive and well made, could be a little bit larger. Easy to clean."
combo spoon rest,uncategorized,material_quality,negative,2,2,1.5,,,B01M1FBYWK,20250613,"It looks great, but it‘s super cheaply made.  I thougjt it would be a nice ceramic, but it‘s very a lightweight metal.  t shouldn‘t be more than $12."
combo spoon rest,expected,size_fit,positive,2,1,5.0,,,B01M1FBYWK,20260203,"Does Mackenzie-Childs need another positive review?! Obviously beautiful and so well made. I’ve never seen the green in person before but it is absolutely gorgeous. Great size, easy to clean, and gorgeous to have on your counter."
combo spoon rest,fulfillment_noise,value_quantity,positive,2,1,5.0,,daily_home,B01M1FBYWK,20260416,Perfect condition. Package nice
combo spoon rest,uncategorized,value_quantity,positive,2,1,4.5,,,B01M1FBYWK,20251129,"A tad bit small for the price, but you’re paying for the name."
combo spoon rest,uncategorized,value_quantity,negative,2,2,1.0,older_adult,storage,B01M1FBYWK,20250410,"It is a very expensive product to receive it without a box, I had to return it"
food storage container,expected,size_fit,positive,2,2,5.0,,daily_home; gift,B07QM72ZXL,20250619,"I purchased this Beautiful MacKenzie Childs large Canister for a friend as a gift.  My friend was in awe with the design and noted how useful it was.  She proudly displays this in her kitchen.  Pros:  stunning design and elegance, generous "
food storage container,delight,value_quantity,positive,2,1,5.0,,travel,B07QM72ZXL,20260111,"Any lover of MC knows that she is her own standard for beautiful enamel. Decorative and functional, this canister goes with my aesthetic and serves a purpose. I actually use mine as part of my bedroom decor to hold perfume samples lol. This"
food storage container,uncategorized,value_quantity,positive,2,2,5.0,older_adult,daily_home; gift,B07QM72ZXL,20250711,I have been a Mackenzie Childs fan for a few years now and have bought several items from the website every now and then. I literally have coveted this Courtly Check canister set for a good while now but it was too pricey for my fixed retir
food storage container,uncategorized,value_quantity,negative,2,2,2.0,,,B07QM72ZXL,20250505,It was cracked in four places and the lip was scratched half the way around the lid.The packaging on this fragile item was horrible!Very disappointed!!!
item container,delight,durability,positive,2,2,5.0,older_adult,daily_home; storage,B07QMTNWHV,20251213,"I purchased this MacKenzie-Childs utensil holder along with the entire matching canister set, and it completely transformed my kitchen. The hand-painted blue-and-white checks add the perfect pop of color against my white countertops and bac"
item container,uncategorized,value_quantity,positive,2,2,4.5,,gift,B07QMTNWHV,20250703,Beautiful but overpriced
stovetop kettle,delight,performance,positive,2,1,4.5,professional,daily_home,B004HICOPA,20260508,I’ve been wanting one of these teapots forever! It is absolutely worth every penny. I will not be using it for its functionality. Instead I have it on display as one would a lovely art piece.
stovetop kettle,uncategorized,size_fit,positive,2,2,5.0,,,B004HICOPA,20250612,Beautiful with tons of compliments
stovetop kettle,uncategorized,value_quantity,positive,2,1,4.5,,gift,B004HICOPA,20260310,"Beautiful tea kettle, I think it is just very overpriced."
unknown,expected,durability,positive,2,2,5.0,,,B0CV79GD2K; B0CV7RBX2G,20250912,Our daughter enjoyed the spoon rest. Very durable.
unknown,basic,material_quality,negative,2,1,1.0,,gift; travel,B0CV7RBX2G; B0DSJLLM68,20260401,This spoon rest looks very cheaply made and not worth $60.00 . This is a birthday gift and I am not happy with this product. It looks like it was made somewhere else and someone just put a Mackenzies Child’s name on it with made in Vietnam 
unknown,fulfillment_noise,material_quality,positive,2,2,5.0,,,B0DSJLLM68; B0F4TFXFTD,20250715,I just recently started to build my Mackenzie Childs collection so I am happy to share with you one of the first items I bought. First I did appreciate how fast Amazon delivery is! I received it in one day.  You can’t find everything from t
unknown,delight,packaging_delivery,positive,2,0,4.5,professional,daily_home,B07QR16Q5R; B0DS1PJ6R7,20260409,The cutting boards themselves are lovely but the packaging is giving T3mu. I expected a little more for a $70 set.
unknown,fulfillment_noise,size_fit,negative,2,2,3.0,,daily_home,B0DSJLLM68; B0F4TFXFTD,20250530,"I absolutely love Mackenzie Childs, and will continuously build my collection, but this one was not it. When it arrived, I was pretty disappointed in the size. I was expecting it to be a normal, adult-sized olive oil dispenser to have on di"
unknown,basic,value_quantity,negative,2,1,1.0,,gift; travel,B0CV7RBX2G; B0DSJLLM68,20260401,This spoon rest looks very cheaply made and not worth $60.00 . This is a birthday gift and I am not happy with this product. It looks like it was made somewhere else and someone just put a Mackenzies Child’s name on it with made in Vietnam 
combo bottle,fulfillment_noise,durability,positive,1,1,5.0,,,B0DSJLHJCW,20250715,I just recently started to build my Mackenzie Childs collection so I am happy to share with you one of the first items I bought. First I did appreciate how fast Amazon delivery is! I received it in one day.  You can’t find everything from t
combo bottle,fulfillment_noise,material_quality,positive,1,1,5.0,,,B0DSJLHJCW,20250715,I just recently started to build my Mackenzie Childs collection so I am happy to share with you one of the first items I bought. First I did appreciate how fast Amazon delivery is! I received it in one day.  You can’t find everything from t
combo bottle,delight,material_quality,positive,1,1,5.0,,,B0DSJLHJCW,20250519,Nothing with a MacKenzie Childs label on it is less than perfect.  It is smaller than I imagined but that really just adds to the uniqueness of it.
combo bottle,uncategorized,other,negative,1,1,1.0,,,B0DSJLHJCW,20250506,I put oil in it and the top of always up like if it wants to come off would just use it as a decor not good for oil
combo bottle,delight,other,positive,1,1,5.0,,,B0DSJLHJCW,20250419,Love it!!!
combo bottle,fulfillment_noise,packaging_delivery,positive,1,1,5.0,,,B0DSJLHJCW,20250715,I just recently started to build my Mackenzie Childs collection so I am happy to share with you one of the first items I bought. First I did appreciate how fast Amazon delivery is! I received it in one day.  You can’t find everything from t
combo bottle,fulfillment_noise,packaging_delivery,negative,1,1,3.0,,daily_home,B0DSJLHJCW,20250530,"I absolutely love Mackenzie Childs, and will continuously build my collection, but this one was not it. When it arrived, I was pretty disappointed in the size. I was expecting it to be a normal, adult-sized olive oil dispenser to have on di"
combo bottle,fulfillment_noise,size_fit,positive,1,1,5.0,,,B0DSJLHJCW,20250715,I just recently started to build my Mackenzie Childs collection so I am happy to share with you one of the first items I bought. First I did appreciate how fast Amazon delivery is! I received it in one day.  You can’t find everything from t
combo bottle,fulfillment_noise,size_fit,negative,1,1,3.0,,daily_home,B0DSJLHJCW,20250530,"I absolutely love Mackenzie Childs, and will continuously build my collection, but this one was not it. When it arrived, I was pretty disappointed in the size. I was expecting it to be a normal, adult-sized olive oil dispenser to have on di"
combo bottle,delight,size_fit,positive,1,1,5.0,,,B0DSJLHJCW,20250519,Nothing with a MacKenzie Childs label on it is less than perfect.  It is smaller than I imagined but that really just adds to the uniqueness of it.
combo bottle,fulfillment_noise,value_quantity,positive,1,1,5.0,,,B0DSJLHJCW,20250715,I just recently started to build my Mackenzie Childs collection so I am happy to share with you one of the first items I bought. First I did appreciate how fast Amazon delivery is! I received it in one day.  You can’t find everything from t
combo food shaker,expected,cleaning_maintenance,negative,1,1,2.0,,,B0DS1QH1VF,20250521,"The appearance of these does not look like authentic MacKenzie Childs quality. Instead of the yellowish stain, there are blue splotches all over the white squares, which is not shown in the advertisement picture.They definitely were not a d"
combo food shaker,delight,material_quality,positive,1,0,5.0,,daily_home,B0DS1QH1VF,20251127,"These salt and pepper shakers are so pretty and functional! I love Mackenzie Childs products! The size is nice, we use them daily!"
combo food shaker,expected,material_quality,negative,1,1,2.0,,,B0DS1QH1VF,20250521,"The appearance of these does not look like authentic MacKenzie Childs quality. Instead of the yellowish stain, there are blue splotches all over the white squares, which is not shown in the advertisement picture.They definitely were not a d"
combo food shaker,delight,other,positive,1,0,5.0,,,B0DS1QH1VF,20260204,This item has been on back order on the MC website for months. So glad I was able to get it on Amazon.
