source_strategy,source_category_id,source_category_name,source_category_path,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,market_data_completeness,profit_data_confidence,evidence_confidence,evidence_grade,data_source_summary,profit_estimate_status,notes,listing_url,opportunity_score,recommendation,gross_profit_per_unit,gross_margin,monthly_gross_profit,demand_score,competition_score,profitability_score,risk_score,risk_control_score,key_flags,brand_moat_reason,hard_stop_reason,archive_key,archive_first_seen,archive_last_seen,archive_seen_count,archive_best_score,archive_latest_score,archive_best_recommendation,archive_latest_recommendation,archive_status,archive_last_run_id,research_status,archive_notes
category:Wine Pourers,678498011,Wine Pourers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Wine Stoppers & Pourers > Wine Pourers,B0F1H6B5VJ,,"Songbird Specialties Singing Bird Wine Bottle Pourer, Red | It chirps as you pour and gets guests smiling. A fun wine gift for bird lovers, wine lovers, and anyone who entertains.",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Wine Stoppers & Pourers > Wine Pourers,US,29.99,8.4,2.4,4.9,0.15,1049.0,147.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F1H6B5VJ; brand SONGBIRD SPECIALTIES,https://www.amazon.com/dp/B0F1H6B5VJ,57.4,Watch or collect more data,9.79,0.3265,10271.28,87.3,46.8,39.8,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Ice Buckets,678496011,Ice Buckets,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Buckets,B0FLXLY3DV,,OBTANIM 4 Pack 4 Gallon Galvanized Ice Buckets Metal Champagne Drink Cooler Ice Tub with Carry Handles for Beer Cocktails Wine Beverage Home Parties Bar Cooling Supplies (Silvery),Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Buckets,US,36.99,10.36,2.96,9.76,0.15,1304.0,134.0,4.0,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FLXLY3DV; brand OBTANIM,https://www.amazon.com/dp/B0FLXLY3DV,57.2,Watch or collect more data,8.36,0.226,10903.4,87.3,52.8,26.7,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Hand Brooms,14253841,Hand Brooms,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Hand Brooms,B0H7RGWB94,,"MOPALL Broom with Dustpan Combo Set with 53“ Long Handle Inc 2 Broom Heads | Self-Cleaning Dustpan Teeth, 180° Swivel Brooms Head, Angled Bristle, Standing Dustpan for Sweeping Indoor Dog Cat Pets Hair",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Hand Brooms,US,21.97,6.15,1.76,8.4,0.15,632.0,28.0,3.9,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0H7RGWB94; brand MOPALL,https://www.amazon.com/dp/B0H7RGWB94,57.1,Watch or collect more data,2.36,0.1076,1494.36,87.3,65.3,1.4,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:String Mops,23537022011,String Mops,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > String Mops,B0CQRM2KRF,,EaseYourDay Cotton String Mop with 2 Washable Heads & Stainless Steel Pole,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > String Mops,US,16.99,4.76,1.36,6.77,0.15,1150.0,48.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CQRM2KRF; brand EaseYourDay,https://www.amazon.com/dp/B0CQRM2KRF,56.5,Watch or collect more data,1.55,0.0913,1784.22,87.3,63.3,2.2,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Storage,3397571,Storage,Sports & Outdoors > Sports > Boating & Sailing > Boating > Boat Cabin Products > Storage,B0GJ8HW2VB,,"QualyQualy Boat Rail Cup Holder 2 Pack, No-Drill Clamp-On Marine Cup Holders 360° Adjustable for Pontoon Boat, Bimini Top, Grab Bar, PWC, Jet Ski, Fits Round & Square Rails 15-40mm, Boat Gifts for Men",Sports & Outdoors > Sports > Boating & Sailing > Boating > Boat Cabin Products > Storage,US,18.99,5.32,1.52,5.77,0.15,1342.0,53.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GJ8HW2VB; brand QualyQualy,https://www.amazon.com/dp/B0GJ8HW2VB,56.2,Watch or collect more data,3.53,0.186,4739.27,87.3,58.3,10.7,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Ice Bucket Kits,21560397011,Ice Bucket Kits,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Bucket Kits,B0FY2VBL5K,,"Havawish Clear Ice Bucket for Freezer Scoop Set Freezer Ice Bin Storage | Clear Plastic Storage for Freezer with Pull Handle, Ice Scoop Included, Keeps Cubes Organized, Easy Access Design",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Bucket Kits,US,22.32,6.25,1.79,7.2,0.15,1159.0,78.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FY2VBL5K; brand Havawish,https://www.amazon.com/dp/B0FY2VBL5K,56.0,Watch or collect more data,3.73,0.1672,4325.39,87.3,58.3,9.5,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Choppers,678514011,Choppers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Choppers & Mincers > Choppers,B0DMTRYT9T,,"3Pcs French Fry Cutter, Ruooson Professional Potato Cutter Slicer with 1/2 In & 3/8 In & 1/4 In Stainless Steel Blades, Great for Whole Potatoes Carrots Cucumbers.",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Choppers & Mincers > Choppers,US,59.99,16.8,4.8,8.41,0.15,1073.0,496.0,4.1,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DMTRYT9T; brand Ruooson,https://www.amazon.com/dp/B0DMTRYT9T,56.0,Watch or collect more data,20.98,0.3497,22513.15,87.3,30.3,65.3,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Ice Buckets,678496011,Ice Buckets,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Buckets,B0DZH5587Q,,2 Pack 4 Gallon Galvanized Tub Ice Buckets for Parties Portable Beverage Tub with Handles Champagne Bucket Metal Ice Buckets for Cocktail Bar with Ice Scoop,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Buckets,US,29.99,8.4,2.4,9.65,0.15,1228.0,131.0,3.9,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DZH5587Q; brand JJXUANER,https://www.amazon.com/dp/B0DZH5587Q,55.0,Watch or collect more data,5.04,0.1681,6190.96,87.3,52.8,14.9,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Storage,3397571,Storage,Sports & Outdoors > Sports > Boating & Sailing > Boating > Boat Cabin Products > Storage,B0CZXZK1BW,,"MISSION Boat Gear Heavy Duty Outddor CASSI Tote Boat Bag, Mesh Beach Bag | Multiple Colors, Waterproof Base, Boat Cabin Storage, Mesh, Boat, Beach, Grocery, Travel, Pool, Premium Marine Gear",Sports & Outdoors > Sports > Boating & Sailing > Boating > Boat Cabin Products > Storage,US,49.0,13.72,3.92,8.22,0.15,475.0,290.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CZXZK1BW; brand MISSION,https://www.amazon.com/dp/B0CZXZK1BW,54.7,Watch or collect more data,15.79,0.3222,7500.25,83.1,36.8,49.8,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Mops & Bucket Sets,23537016011,Mops & Bucket Sets,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Mops & Bucket Sets,B0D1DQ43RM,,"Libman Tornado Spin Mop System with Bucket & Wringer, 3 Refill Heads | Microfiber spin mop with bucket & wringer; for hardwood, laminate, tile floor cleaning.",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Mops & Bucket Sets,US,61.99,17.36,4.96,19.58,0.15,2982.0,236.0,4.1,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D1DQ43RM; brand LIBMAN COMMERCIAL,https://www.amazon.com/dp/B0D1DQ43RM,54.3,Watch or collect more data,10.79,0.1741,32180.25,87.3,42.8,31.6,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Bowls,3400711,Bowls,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Bowls,B07YHGXBXG,,"Fire-Maple Antarcti Camping Cook Pot Stainless Steel Camping Bowls, 1L",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Bowls,US,34.95,9.79,2.8,5.87,0.15,399.0,104.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B07YHGXBXG; brand Fire-Maple,https://www.amazon.com/dp/B07YHGXBXG,54.3,Watch or collect more data,11.25,0.3218,4487.75,70.5,50.8,32.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Flatware,3400741,Flatware,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Flatware,B0FXXFBWN9,,"36 Piece Silverware Set for 12, Stainless Steel Forks Spoons and Knives Set",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Flatware,US,29.99,8.4,2.4,8.71,0.15,528.0,75.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FXXFBWN9; brand Wellfey,https://www.amazon.com/dp/B0FXXFBWN9,54.3,Watch or collect more data,5.98,0.1994,3158.23,87.3,54.3,8.1,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Push Brooms,14253851,Push Brooms,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Push Brooms,B0G6Y9SBK2,,"MOPALL Shower Bathtub Scrubber Brush for Cleaning with 55“ Long Handle | Dual Sided Stiff Bristle, 180° Rotatable V Shape Head, Heavy Duty Stainless Steel Handle, for Tile, Patio/Deck/Garage/Corner",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Push Brooms,US,18.99,5.32,1.52,5.94,0.15,1785.0,107.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G6Y9SBK2; brand MOPALL,https://www.amazon.com/dp/B0G6Y9SBK2,54.1,Watch or collect more data,3.36,0.177,6000.28,87.3,50.8,14.3,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Salt & Pepper Mill Sets,15850261,Salt & Pepper Mill Sets,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Salt & Pepper > Salt & Pepper Mill Sets,B0DPW6B8GG,,"Electric Salt and Pepper Grinder Set with Charging Base, 2 Pack Set | Stainless Steel, USB-C Charge Base, 6-Level Adjustable Coarseness, Fast&Slow Adjustment, 95ml Large Capacity, LED Light",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Salt & Pepper > Salt & Pepper Mill Sets,US,36.94,10.34,2.96,6.56,0.15,1042.0,291.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DPW6B8GG; brand JINGASA,https://www.amazon.com/dp/B0DPW6B8GG,53.9,Watch or collect more data,11.54,0.3124,12023.64,87.3,36.8,41.4,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Toilet Brushes & Holders,85975011,Toilet Brushes & Holders,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Brushes > Toilet Brushes & Holders,B0FPVS8NGD,,"Disposable Toilet Bowl Brush with 36 Count Refills, Toilet Cleaning Stick,Toilet Bowl Cleaner Holder and Set, Toilet Cleaning System Starter Kit",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Brushes > Toilet Brushes & Holders,US,24.99,7.0,2.0,6.78,0.15,2068.0,161.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FPVS8NGD; brand MNWHUC,https://www.amazon.com/dp/B0FPVS8NGD,53.8,Watch or collect more data,5.46,0.2185,11294.38,87.3,46.8,20.9,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Pepper Shakers,15850291,Pepper Shakers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Salt & Pepper > Pepper Shakers,B0DN6NXWYF,,"Portable Pepper Shaker (Black) - Versatile Seasoning Set, Multi Functional Salt Dispenser Spice Shakers for Easy Use - Convenient & Durable Plastic Salt and Pepper Dispenser for Fine Spices",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Salt & Pepper > Pepper Shakers,US,21.24,5.95,1.7,3.82,0.15,2369.0,301.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,65.0,20.0,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DN6NXWYF; brand SPEED BUMP,https://www.amazon.com/dp/B0DN6NXWYF,53.5,Watch or collect more data,6.58,0.31,15597.5,87.3,40.8,31.2,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; evidence confidence below supplier-validation threshold,,,,,,,,,,,,,,
